state,district,name,state_rank,national_rank,college_readiness_score,tested_ap_ib,pass_ap_ib,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient,student_teacher_ratio,street_address,city,total_enrollment,total_economically_disadvantaged,receives_title_i_funding,ap_student_performance_participation_rate,ap_student_performance_participant_passing_rate,ap_student_performance_exam_per_test_taker,ap_student_performance_exam_pass_rate
Alabama,Bullock County,Bullock County High School,,Unranked,2,8.00%,0%,2.8,80.0%,20.0%,2.7,67.00%,33.00%,20:1,OLD SARDIS RDHWY 223,"UNION SPRINGS, AL 36089",622,92.00%,Yes,8.00%,0%,1,0%
Alabama,Lowndes County,Calhoun High School,,Unranked,N/A,,,2.8,78.00%,22.00%,2.7,62.00%,38.00%,15:1,8213 COUNTY RD 33,"LETOHATCHEE, AL 36047",286,94.00%,Yes,,,,
Alabama,Walker County,Carbon Hill High School,,Unranked,N/A,,,2.8,70.0%,30.0%,2.9,74.00%,26.00%,18:1,217 BULLDOG BLVD,"CARBON HILL, AL 35549",437,64.00%,No,,,,
Alabama,Coosa County,Central High School,,Unranked,N/A,,,2.9,86.00%,14.00%,2.8,73.00%,27.00%,20:1,243 COOSA COUNTY RD 75,"ROCKFORD, AL 35136",349,69.00%,No,,,,
Alabama,Lauderdale County,Central High School,,Unranked,N/A,,,2.9,85.00%,15.00%,3,86.00%,14.00%,18:1,3000 COUNTY RD 200,"FLORENCE, AL 35633","1,358",54.00%,Yes,,,,
Alabama,Lowndes County,Central High School,,Unranked,N/A,,,2.9,81.00%,19.00%,2.8,77.00%,23.00%,14:1,145 MAIN ST,"HAYNEVILLE, AL 36040",271,99.00%,Yes,,,,
Alabama,Phenix City,Central High School,,Unranked,N/A,,,2.8,78.00%,22.00%,2.8,75.00%,25.00%,17:1,2400 DOBBS DR,"PHENIX CITY, AL 36870","1,321",68.00%,No,,,,
Alabama,Tuscaloosa City,Central High School,,Unranked,7.4,30.0%,0%,2.5,48.00%,52.00%,2.6,55.00%,45.00%,15:1,905 15TH ST,"TUSCALOOSA, AL 35401",716,82.00%,Yes,30.0%,0%,2,0%
Alabama,Troy City,Charles Henderson High School,,Unranked,8.4,15.00%,40.0%,3,85.00%,15.00%,3.1,85.00%,15.00%,18:1,GEORGE WALLACE DR,"TROY, AL 36081",603,52.00%,No,15.00%,42.00%,1.1,40.0%
Alabama,Shelby County,Chelsea High School,,Unranked,23.7,38.00%,36.00%,3.1,90.0%,10.0%,3.2,91.00%,9.00%,18:1,10510 HWY 11,"CHELSEA, AL 35043","1,013",18.00%,No,38.00%,49.00%,2.1,36.00%
Alabama,Cherokee County,Cherokee County High School,,Unranked,16.6,29.00%,27.00%,2.9,76.00%,24.00%,3,77.00%,23.00%,16:1,910 WARRIOR DR,"CENTRE, AL 35960",437,49.00%,Yes,29.00%,42.00%,2.5,27.00%
Alabama,Colbert County,Cherokee High School,,Unranked,N/A,,,2.9,76.00%,24.00%,3.1,81.00%,19.00%,13:1,850 HIGH SCHOOL DR,"CHEROKEE, AL 35616",321,69.00%,No,,,,
Alabama,Talladega County,Childersburg High School,,Unranked,N/A,,,3,90.0%,10.0%,2.8,74.00%,26.00%,15:1,122 FAY SOUTH PERRY DR,"CHILDERSBURG, AL 35044",447,70.0%,No,,,,
Alabama,Montgomery County,Childrens Ctr,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,310 MADISON TERR,"MONTGOMERY, AL 36107",115,63.00%,No,,,,
Alabama,Choctaw County,Choctaw County High School,,Unranked,N/A,,,2.8,71.00%,29.00%,2.8,77.00%,23.00%,16:1,277 TOM ORR DR,"BUTLER, AL 36904",401,84.00%,Yes,,,,
Alabama,Clarke County,Clarke County High School,,Unranked,N/A,,,3,81.00%,19.00%,2.8,74.00%,26.00%,17:1,151 SOUTH CHURCH,"GROVE HILL, AL 36451",435,76.00%,No,,,,
Alabama,Clay County,Clay County High School,,Unranked,N/A,,,3,88.00%,12.00%,3,82.00%,18.00%,18:1,220 3RD ST SW,"ASHLAND, AL 36251",540,58.00%,No,,,,
Alabama,Jefferson County School District,Clay-Chalkville High School,,Unranked,21.5,43.00%,25.00%,3,86.00%,14.00%,3.1,87.00%,13.00%,17:1,6623 ROE CHANDLER RD,"PINSON, AL 35126","1,310",44.00%,No,43.00%,33.00%,3.1,25.00%
Alabama,Limestone County,Clements High School,,Unranked,N/A,,,3,85.00%,15.00%,2.9,81.00%,19.00%,17:1,7730 HWY 72 WEST,"ATHENS, AL 35611",623,53.00%,No,,,,
Alabama,Colbert County,Colbert County High School,,Unranked,N/A,,,2.9,84.00%,16.00%,2.8,73.00%,27.00%,16:1,2200 HIGH SCHOOL ST,"LEIGHTON, AL 35646",485,71.00%,No,,,,
Alabama,Colbert County,Colbert Heights High School,,Unranked,N/A,,,2.7,71.00%,29.00%,2.9,78.00%,22.00%,16:1,6825 WOODMONT DR,"TUSCUMBIA, AL 35674",498,69.00%,No,,,,
Alabama,Cullman County,Cold Springs High School,,Unranked,N/A,,,3.2,89.00%,11.00%,3.1,89.00%,11.00%,18:1,9010 COUNTY RD 109,"BREMEN, AL 35033",363,42.00%,No,,,,
Alabama,DeKalb County School System,Collinsville High School,,Unranked,N/A,,,2.7,65.00%,35.00%,2.8,75.00%,25.00%,13:1,802 SOUTH VALLEY ST,"COLLINSVILLE, AL 35961",794,90.0%,Yes,,,,
Alabama,Huntsville City,Columbia High School,,Unranked,19.3,39.00%,23.00%,3,78.00%,22.00%,3,78.00%,22.00%,15:1,300 EXPLORER BLVD,"HUNTSVILLE, AL 35806",695,43.00%,No,39.00%,32.00%,3.4,23.00%
Alabama,Walker County,Cordova High School,,Unranked,N/A,,,2.9,78.00%,22.00%,3,78.00%,22.00%,17:1,1 BLUE DEVIL WAY,"CORDOVA, AL 35550",429,57.00%,No,,,,
Alabama,Jefferson County School District,Corner High School,,Unranked,15.9,40.0%,11.00%,3,86.00%,14.00%,3.2,93.00%,7.00%,16:1,4301 WARRIOR JASPER RD,"DORA, AL 35062",512,30.0%,No,40.0%,20.0%,3,11.00%
Alabama,Cullman City,Cullman High School,,Unranked,14.3,18.00%,63.00%,3.1,95.00%,5.00%,3.2,91.00%,9.00%,16:1,510 13TH ST NE,"CULLMAN, AL 35055",884,24.00%,No,18.00%,70.0%,2,63.00%
Alabama,Walker County,Curry High School,,Unranked,N/A,,,3,85.00%,15.00%,3,86.00%,14.00%,14:1,155 YELLOW JACKET DR,"JASPER, AL 35503",565,61.00%,No,,,,
Alabama,Tallapoosa County,Dadeville High School,,Unranked,N/A,,,3,78.00%,22.00%,2.8,64.00%,36.00%,17:1,227 WELDON ST,"DADEVILLE, AL 36853",472,79.00%,Yes,,,,
Alabama,Daleville City,Daleville High School,,Unranked,N/A,,,2.9,85.00%,15.00%,3,84.00%,16.00%,15:1,626 NORTH DALEVILLE AVE,"DALEVILLE, AL 36322",600,57.00%,Yes,,,,
Alabama,Dallas County,Dallas County High School,,Unranked,N/A,,,2.6,58.00%,42.00%,2.7,63.00%,37.00%,19:1,335 5TH AVE,"PLANTERSVILLE, AL 36758",593,70.0%,Yes,,,,
Alabama,Morgan County,Danville High School,,Unranked,N/A,,,2.9,78.00%,22.00%,3.1,87.00%,13.00%,15:1,9235 DANVILLE RD,"DANVILLE, AL 35619",354,42.00%,No,,,,
Alabama,Baldwin County,Daphne High School,,Unranked,9.3,19.00%,27.00%,3.1,90.0%,10.0%,3.2,89.00%,11.00%,19:1,9300 . LAWSON RD,"DAPHNE, AL 36526","1,161",21.00%,No,19.00%,30.0%,1.2,27.00%
Alabama,Demopolis City,Demopolis High School,,Unranked,10.9,18.00%,47.00%,3.1,94.00%,6.00%,3,85.00%,15.00%,16:1,701 HWY 80 WEST,"DEMOPOLIS, AL 36732",678,48.00%,No,18.00%,46.00%,2.5,47.00%
Alabama,Tuscumbia City,Deshler High School,,Unranked,N/A,,,2.9,85.00%,15.00%,3.1,88.00%,12.00%,14:1,200 NORTH COMMONS EAST,"TUSCUMBIA, AL 35674",431,42.00%,No,,,,
Alabama,Walker County,Dora High School,,Unranked,N/A,,,2.8,73.00%,27.00%,2.9,72.00%,28.00%,20:1,330 GLENN C GANT CIRCLE,"DORA, AL 35062",548,68.00%,No,,,,
Alabama,Dothan City,Dothan High School,,Unranked,14,35.00%,23.00%,3,90.0%,10.0%,3,85.00%,15.00%,18:1,1236 SOUTH OATES ST,"DOTHAN, AL 36301","1,193",63.00%,Yes,35.00%,20.0%,2.3,23.00%
Alabama,Mobile County Public Schools,Drop Back In Academy,,Unranked,N/A,,,2.5,50.0%,50.0%,2.7,69.00%,31.00%,N/A,4321 MIDMOST DR,"MOBILE, AL 36609",95,69.00%,No,,,,
Alabama,Lawrence County,East Lawrence High School,,Unranked,N/A,,,3,88.00%,12.00%,3.1,84.00%,16.00%,16:1,55 COUNTY RD 370,"TRINITY, AL 35673",448,65.00%,Yes,,,,
Alabama,Limestone County,East Limestone High School,,Unranked,N/A,,,2.9,86.00%,14.00%,3,84.00%,16.00%,18:1,15641 EAST LIMESTONE RD,"ATHENS, AL 35613","1,259",24.00%,No,,,,
Alabama,Elba City,Elba High School,,Unranked,N/A,,,2.8,73.00%,27.00%,2.9,77.00%,23.00%,18:1,371 TIGER DR,"ELBA, AL 36323",353,71.00%,No,,,,
Alabama,Limestone County,Elkmont High School,,Unranked,N/A,,,2.7,66.00%,34.00%,2.9,73.00%,27.00%,18:1,25630 EVANS AVE,"ELKMONT, AL 35620","1,099",50.0%,No,,,,
Alabama,Elmore County,Elmore County High School,,Unranked,3.8,10.0%,17.00%,3.2,100%,0%,3.1,100%,0%,18:1,155 NORTH COLLEGE ST,"ECLECTIC, AL 36024",534,42.00%,No,10.0%,17.00%,1,17.00%
Alabama,Enterprise City,Enterprise High School,,Unranked,6.4,12.00%,41.00%,3.2,92.00%,8.00%,3.3,92.00%,8.00%,18:1,500 EAST WATTS ST,"ENTERPRISE, AL 36330","1,484",32.00%,No,12.00%,41.00%,1.7,41.00%
Alabama,Jefferson County School District,Erwin High School,,Unranked,11.2,43.00%,1.00%,2.7,66.00%,34.00%,2.8,72.00%,28.00%,15:1,532 23RD AVE NW,"BIRMINGHAM, AL 35215",815,81.00%,No,43.00%,1.00%,1.9,1.00%
Alabama,Escambia County,Escambia County High School,,Unranked,N/A,,,2.8,73.00%,27.00%,2.8,74.00%,26.00%,17:1,1215 SOUTH PRESLEY ST,"ATMORE, AL 36502",545,86.00%,Yes,,,,
Alabama,Etowah County,Etowah County Alternative High School,,Unranked,N/A,,,2.9,94.00%,6.00%,3.1,100%,0%,45:1,600 VALLEY ST,"GADSDEN, AL 35902",180,2.00%,No,,,,
Alabama,Attalla City,Etowah High School,,Unranked,N/A,,,2.8,78.00%,22.00%,2.9,74.00%,26.00%,16:1,201 CASE AVE,"ATTALLA, AL 35954",727,65.00%,No,,,,
Alabama,Monroe County,Excel High School,,Unranked,N/A,,,3.2,92.00%,8.00%,2.9,78.00%,22.00%,16:1,3010 HWY 136 WEST,"EXCEL, AL 36439","1,088",58.00%,Yes,,,,
Alabama,Fairfield City,Fairfield High Preparatory School,,Unranked,5,20.0%,0%,2.6,60.0%,40.0%,2.7,72.00%,28.00%,20:1,610 VALLEY RD,"FAIRFIELD, AL 35064",626,77.00%,Yes,20.0%,0%,1.4,0%
Alabama,Baldwin County,Fairhope High School,,Unranked,20.6,27.00%,49.00%,3.2,98.00%,2.00%,3.2,94.00%,6.00%,20:1,1 PIRATE DR,"FAIRHOPE, AL 36532","1,389",24.00%,No,27.00%,68.00%,2.3,49.00%
Alabama,Cullman County,Fairview High School,,Unranked,N/A,,,2.8,78.00%,22.00%,2.9,82.00%,18.00%,15:1,841 WELCOME RD,"CULLMAN, AL 35058",495,49.00%,No,,,,
Alabama,Morgan County,Falkville High School,,Unranked,N/A,,,2.8,72.00%,28.00%,3.1,87.00%,13.00%,12:1,43 CLARK DR,"FALKVILLE, AL 35622",396,58.00%,No,,,,
Alabama,Fayette County,Fayette County High School,,Unranked,N/A,,,3.1,87.00%,13.00%,3,75.00%,25.00%,20:1,202 TIGER DR,"FAYETTE, AL 35555",408,52.00%,No,,,,
Alabama,Talladega County,Fayetteville High School,,Unranked,N/A,,,3,88.00%,12.00%,2.9,75.00%,25.00%,16:1,170 WEST W AVERITTE DR,"SYLACAUGA, AL 35151",641,53.00%,Yes,,,,
Alabama,Covington County,Florala High School,,Unranked,N/A,,,2.8,69.00%,31.00%,2.9,72.00%,28.00%,14:1,22114 BEGONIA ST,"FLORALA, AL 36442",199,67.00%,Yes,,,,
Alabama,Baldwin County,Foley High School,,Unranked,8.3,14.00%,36.00%,3.2,87.00%,13.00%,3,83.00%,17.00%,19:1,1 PRIDE PLACE,"FOLEY, AL 36535","1,616",48.00%,No,14.00%,48.00%,2.1,36.00%
Alabama,Jefferson County School District,Fultondale High School,,Unranked,8.1,33.00%,0%,2.9,75.00%,25.00%,3,84.00%,16.00%,15:1,1450 CARSON RD NORTH,"BIRMINGHAM, AL 35217",504,65.00%,No,33.00%,0%,1.2,0%
Alabama,DeKalb County School System,Fyffe High School,,Unranked,N/A,,,2.9,77.00%,23.00%,3.2,87.00%,13.00%,16:1,153 CHURCH ST,"FYFFE, AL 35971",942,57.00%,Yes,,,,
Alabama,Gadsden City,Gadsden City High School,,Unranked,10.9,15.00%,53.00%,3,87.00%,13.00%,3,84.00%,16.00%,16:1,1917 BLACK CREEK PARKWAY,"GADSDEN, AL 35904","1,535",71.00%,No,15.00%,61.00%,4.3,53.00%
Alabama,Jefferson County School District,Gardendale High School,,Unranked,20.4,43.00%,23.00%,2.9,83.00%,17.00%,3,85.00%,15.00%,17:1,800 MAIN ST,"GARDENDALE, AL 35071","1,066",32.00%,No,43.00%,30.0%,2.8,23.00%
Alabama,Etowah County,Gaston High School,,Unranked,N/A,,,3,88.00%,12.00%,2.9,77.00%,23.00%,14:1,4550 US HWY 411,"GADSDEN, AL 35901",578,68.00%,Yes,,,,
Alabama,Cherokee County,Gaylesville High School,,Unranked,N/A,,,2.9,75.00%,25.00%,3,89.00%,11.00%,15:1,760 TROJAN WAY,"GAYLESVILLE, AL 35973",425,75.00%,Yes,,,,
Alabama,Geneva County,Geneva County High School,,Unranked,N/A,,,3,89.00%,11.00%,3,80.0%,20.0%,16:1,301 LILY ST,"HARTFORD, AL 36344",191,52.00%,No,,,,
Alabama,Geneva City,Geneva High School,,Unranked,N/A,,,3.1,91.00%,9.00%,3.1,85.00%,15.00%,14:1,505 PANTHER DR,"GENEVA, AL 36340",361,52.00%,No,,,,
Alabama,Dale County,George W Long High School,,Unranked,N/A,,,3.2,93.00%,7.00%,3,84.00%,16.00%,16:1,2565 CO RD 60,"SKIPPERVILLE, AL 36374",391,34.00%,No,,,,
Alabama,Butler County,Georgiana School,,Unranked,16.7,67.00%,0%,3,89.00%,11.00%,3,83.00%,17.00%,17:1,866 HWY 31 SOUTH,"GEORGIANA, AL 36033",545,81.00%,Yes,67.00%,0%,2.1,0%
Alabama,DeKalb County School System,Geraldine School,,Unranked,N/A,,,2.7,62.00%,38.00%,2.9,72.00%,28.00%,18:1,13011 HWY 227,"GERALDINE, AL 35974","1,225",63.00%,Yes,,,,
Alabama,Etowah County,Glencoe High School,,Unranked,4.3,14.00%,8.00%,3,90.0%,10.0%,3.2,89.00%,11.00%,14:1,803 LONESOME BEND RD,"GLENCOE, AL 35905",339,41.00%,No,14.00%,9.00%,1.1,8.00%
Alabama,Cullman County,Good Hope High School,,Unranked,N/A,,,3,83.00%,17.00%,3,82.00%,18.00%,17:1,210 GOOD HOPE SCHOOL RD,"CULLMAN, AL 35057",427,45.00%,No,,,,
Alabama,Pickens County,Gordo High School,,Unranked,6.9,24.00%,5.00%,3,95.00%,5.00%,3,90.0%,10.0%,18:1,630 4TH ST NW,"GORDO, AL 35466",557,55.00%,Yes,24.00%,5.00%,1,5.00%
Alabama,Pike County,Goshen High School,,Unranked,N/A,,,2.9,80.0%,20.0%,2.8,73.00%,27.00%,14:1,101 EAGLE CIRCLE,"GOSHEN, AL 36035",416,70.0%,Yes,,,,
Alabama,Greene County,Greene County High School,,Unranked,N/A,,,2.6,62.00%,38.00%,2.5,53.00%,47.00%,16:1,623 MESOPOTAMIA AVE,"EUTAW, AL 35462",359,89.00%,Yes,,,,
Alabama,Hale County,Greensboro High School,,Unranked,N/A,,,2.7,70.0%,30.0%,2.6,54.00%,46.00%,15:1,P O DRAWER 460,"GREENSBORO, AL 36744",402,88.00%,Yes,,,,
Alabama,Butler County,Greenville High School,,Unranked,10.7,33.00%,4.00%,2.9,76.00%,24.00%,2.8,68.00%,32.00%,17:1,100 TIGER DR,"GREENVILLE, AL 36037",699,75.00%,Yes,33.00%,9.00%,2.3,4.00%
Alabama,Baldwin County,Gulf Shores High School,,Unranked,7.5,13.00%,26.00%,3.2,94.00%,6.00%,3,80.0%,20.0%,19:1,600 EAST 15TH AVE,"GULF SHORES, AL 36542",808,24.00%,No,13.00%,46.00%,3,26.00%
Alabama,Guntersville City,Guntersville High School,,Unranked,7.1,21.00%,19.00%,3.1,83.00%,17.00%,3,83.00%,17.00%,14:1,14227 HWY 431,"GUNTERSVILLE, AL 35976",562,35.00%,No,21.00%,13.00%,1.4,19.00%
Alabama,Hale County,Hale County High School,,Unranked,N/A,,,2.8,76.00%,24.00%,2.8,75.00%,25.00%,20:1,50 WILDCAT WAY,"MOUNDVILLE, AL 35474",489,45.00%,Yes,,,,
Alabama,Haleyville City,Haleyville High School,,Unranked,N/A,,,2.9,82.00%,18.00%,3,87.00%,13.00%,17:1,2001 20TH ST,"HALEYVILLE, AL 35565",495,52.00%,No,,,,
Alabama,Marion County,Hamilton High School,,Unranked,4.4,18.00%,0%,3.1,91.00%,9.00%,3,84.00%,16.00%,16:1,211 AGGIE AVE,"HAMILTON, AL 35570",457,54.00%,No,18.00%,0%,1.2,0%
Alabama,Cullman County,Hanceville High School,,Unranked,N/A,,,3,84.00%,16.00%,3.1,84.00%,16.00%,16:1,801 COMMERCIAL ST,"HANCEVILLE, AL 35077",363,51.00%,No,,,,
Alabama,Lawrence County,Hatton High School,,Unranked,N/A,,,2.9,80.0%,20.0%,2.9,79.00%,21.00%,18:1,6909 AL HWY 101,"TOWN CREEK, AL 35672",414,48.00%,Yes,,,,
Alabama,Blount County,Hayden High School,,Unranked,N/A,,,3,88.00%,12.00%,3.2,90.0%,10.0%,18:1,125 ATWOOD RD,"HAYDEN, AL 35079",888,35.00%,No,,,,
Alabama,Madison County,Hazel Green High School,,Unranked,23.5,39.00%,38.00%,3.1,92.00%,8.00%,3.1,89.00%,11.00%,18:1,14380 HWY 231431 NORTH,"HAZEL GREEN, AL 35750","1,323",29.00%,No,39.00%,47.00%,3,38.00%
Alabama,Henry County,Headland High School,,Unranked,N/A,,,2.8,74.00%,26.00%,3,79.00%,21.00%,15:1,8 SPORMAN ST,"HEADLAND, AL 36345",347,50.0%,No,,,,
Alabama,Trussville City,Hewitt-Trussville High School,,Unranked,31.3,55.00%,39.00%,3.1,90.0%,10.0%,3.2,93.00%,7.00%,16:1,5275 TRUSSVILLECLAY RD,"TRUSSVILLE, AL 35173","1,328",10.0%,No,55.00%,43.00%,3,39.00%
Alabama,Crenshaw County,Highland Home School,,Unranked,N/A,,,3,83.00%,17.00%,3,91.00%,9.00%,18:1,18434 MONTGOMERY HWY,"HIGHLAND HOME, AL 36041",766,62.00%,Yes,,,,
Alabama,Tuscaloosa County,Hillcrest High School,,Unranked,22.4,34.00%,39.00%,2.9,81.00%,19.00%,3,82.00%,18.00%,18:1,300 PATRIOT PARKWAY,"TUSCALOOSA, AL 35405","1,271",39.00%,No,34.00%,55.00%,2.8,39.00%
Alabama,Etowah County,Hokes Bluff High School,,Unranked,16.3,30.0%,26.00%,3.1,91.00%,9.00%,3.1,85.00%,15.00%,16:1,1865 APPALACHIA RD,"HOKES BLUFF, AL 35903",430,43.00%,No,30.0%,40.0%,3.1,26.00%
Alabama,Cullman County,Holly Pond High School,,Unranked,N/A,,,3.2,87.00%,13.00%,2.8,74.00%,26.00%,19:1,160 NEW HOPE RD,"HOLLY POND, AL 35083",353,54.00%,No,,,,
Alabama,Tuscaloosa County,Holt High School,,Unranked,9.3,31.00%,7.00%,2.8,76.00%,24.00%,2.8,66.00%,34.00%,20:1,3801 ALABAMA AVE,"HOLT, AL 35404",442,75.00%,No,31.00%,7.00%,2.5,7.00%
Alabama,Hoover City,Hoover High School,,Unranked,31.2,41.00%,71.00%,3.3,97.00%,3.00%,3.3,93.00%,7.00%,14:1,1000 BUCCANEER DR,"HOOVER, AL 35244","2,592",20.0%,No,41.00%,68.00%,2.7,71.00%
Alabama,Tallapoosa County,Horseshoe Bend High School,,Unranked,N/A,,,2.9,85.00%,15.00%,3,91.00%,9.00%,18:1,10684 HWY 22 EAST,"NEW SITE, AL 36256",779,57.00%,Yes,,,,
Alabama,Fayette County,Hubbertville School,,Unranked,N/A,,,3.1,91.00%,9.00%,3.1,83.00%,17.00%,13:1,7360 COUNTY RD 49,"FAYETTE, AL 35555",395,59.00%,Yes,,,,
Alabama,Jefferson County School District,Hueytown High School,,Unranked,17.4,34.00%,22.00%,2.9,83.00%,17.00%,3,83.00%,17.00%,20:1,131 DABBS AVE,"HUEYTOWN, AL 35023","1,089",51.00%,No,34.00%,34.00%,3.1,22.00%
Alabama,Birmingham City,Huffman High School-Magnet,,Unranked,3.9,13.00%,7.00%,2.9,75.00%,25.00%,2.7,67.00%,33.00%,16:1,950 SPRINGVILLE RD,"BIRMINGHAM, AL 35215","1,119",85.00%,No,13.00%,6.00%,2.2,7.00%
Alabama,Huntsville City,Huntsville Ctr For Tech,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2800 DRAKE AVE SW,"HUNTSVILLE, AL 35805",19,58.00%,No,,,,
Alabama,Huntsville City,Huntsville High School,,Unranked,32.9,46.00%,56.00%,3.2,90.0%,10.0%,3.3,91.00%,9.00%,17:1,2304 BILLIE WATKINS SW,"HUNTSVILLE, AL 35801","1,720",18.00%,No,46.00%,62.00%,3.9,56.00%
Alabama,DeKalb County School System,Ider School,,Unranked,N/A,,,3,82.00%,18.00%,3,84.00%,16.00%,14:1,1064 CRABAPPLE LN,"IDER, AL 35981",808,61.00%,Yes,,,,
Alabama,Chilton County,Isabella High School,,Unranked,N/A,,,3,85.00%,15.00%,2.9,79.00%,21.00%,15:1,11338 COUNTY RD 15,"MAPLESVILLE, AL 36750",695,64.00%,Yes,,,,
Alabama,Monroe County,J U Blacksher School,,Unranked,N/A,,,2.8,82.00%,18.00%,2.9,73.00%,27.00%,16:1,15933 HWY 21 SOUTH,"URIAH, AL 36480",687,58.00%,Yes,,,,
Alabama,Clarke County,Jackson High School,,Unranked,N/A,,,3,80.0%,20.0%,2.9,74.00%,26.00%,16:1,321 STANLEY DR,"JACKSON, AL 36545",658,69.00%,No,,,,
Alabama,Birmingham City,Jackson-Olin High School,,Unranked,7.5,26.00%,2.00%,2.7,71.00%,29.00%,2.8,73.00%,27.00%,15:1,510 12TH ST,"BIRMINGHAM, AL 35218","1,167",92.00%,Yes,26.00%,5.00%,2.8,2.00%
Alabama,Jacksonville City,Jacksonville High School,,Unranked,27.8,53.00%,25.00%,3.1,85.00%,15.00%,3.2,90.0%,10.0%,17:1,1000 GEORGE DOUTHIT DR SW,"JACKSONVILLE, AL 36265",788,45.00%,No,53.00%,37.00%,2.8,25.00%
Alabama,Montgomery County,Jefferson Davis High School,,Unranked,5.2,16.00%,5.00%,2.8,69.00%,31.00%,2.8,76.00%,24.00%,19:1,3420 CARTER HILL RD,"MONTGOMERY, AL 36111","2,062",76.00%,Yes,16.00%,9.00%,2.6,5.00%
Alabama,Chilton County,Jemison High School,,Unranked,N/A,,,3,86.00%,14.00%,2.8,72.00%,28.00%,21:1,25195 US HWY 31,"JEMISON, AL 35085",725,55.00%,No,,,,
Alabama,Huntsville City,Jo Johnson High School,,Unranked,9.4,35.00%,1.00%,2.5,54.00%,46.00%,2.6,56.00%,44.00%,16:1,6201 PUEBLO DR NW,"HUNTSVILLE, AL 35810",575,79.00%,Yes,35.00%,2.00%,2,1.00%
Alabama,Marshall County,Kate D Smith Dar High School,,Unranked,11.6,34.00%,12.00%,3,84.00%,16.00%,3,84.00%,16.00%,15:1,6077 MAIN ST,"GRANT, AL 35747",462,46.00%,Yes,34.00%,12.00%,1.6,12.00%
Alabama,Dallas County,Keith Middle-High School,,Unranked,N/A,,,2.6,62.00%,38.00%,2.4,42.00%,58.00%,16:1,1166 DALLAS RD 115,"ORRVILLE, AL 36767",303,93.00%,Yes,,,,
Alabama,Chambers County,Lafayette High School,,Unranked,N/A,,,2.4,44.00%,56.00%,2.7,66.00%,34.00%,11:1,214 1ST AVE SE,"LAFAYETTE, AL 36862",286,90.0%,Yes,,,,
Alabama,Lamar County,Lamar County High-Intermediate,,Unranked,N/A,,,3,79.00%,21.00%,2.9,76.00%,24.00%,19:1,8990 HWY 18,"VERNON, AL 35592",704,59.00%,Yes,,,,
Alabama,Montgomery County,Lanier Senior High School,,Unranked,N/A,,,2.7,67.00%,33.00%,2.7,64.00%,36.00%,18:1,1756 SOUTH COURT ST,"MONTGOMERY, AL 36104","1,043",90.0%,Yes,,,,
Alabama,Lauderdale County,Lauderdale County High School,,Unranked,N/A,,,3,89.00%,11.00%,3,83.00%,17.00%,19:1,P O DRAWER 220,"ROGERSVILLE, AL 35652","1,079",44.00%,Yes,,,,
Alabama,Lawrence County,Lawrence County High School,,Unranked,N/A,,,3,85.00%,15.00%,2.9,82.00%,18.00%,17:1,102 COLLEGE ST,"MOULTON, AL 35650",659,51.00%,Yes,,,,
Alabama,Huntsville City,Lee High School,,Unranked,11.7,28.00%,15.00%,2.7,66.00%,34.00%,2.9,75.00%,25.00%,16:1,606 FOREST CIRCLENE,"HUNTSVILLE, AL 35811",809,68.00%,No,28.00%,23.00%,3.6,15.00%
Alabama,Montgomery County,Lee High School,,Unranked,5.9,20.0%,5.00%,2.7,70.0%,30.0%,2.8,78.00%,22.00%,19:1,225 ANN ST,"MONTGOMERY, AL 36107","1,938",76.00%,Yes,20.0%,6.00%,2.5,5.00%
Alabama,Leeds City,Leeds High School,,Unranked,N/A,,,2.9,75.00%,25.00%,2.9,80.0%,20.0%,16:1,8404 GREENWAVE DR,"LEEDS, AL 35094",411,57.00%,No,,,,
Alabama,Washington County,Leroy High School,,Unranked,N/A,,,2.8,72.00%,28.00%,3.1,86.00%,14.00%,12:1,HWY 43,"LEROY, AL 36548",800,52.00%,Yes,,,,
Alabama,Mobile County Public Schools,Lillie B Williamson High School,,Unranked,4.2,14.00%,5.00%,2.7,64.00%,36.00%,2.7,68.00%,32.00%,14:1,1567 EAST DUBLIN ST,"MOBILE, AL 36605",779,92.00%,Yes,14.00%,8.00%,1.6,5.00%
Alabama,Talladega County,Lincoln High School,,Unranked,11.8,23.00%,27.00%,3,87.00%,13.00%,2.9,82.00%,18.00%,15:1,78989 AL HWY 77,"LINCOLN, AL 35096",512,68.00%,No,23.00%,34.00%,1.7,27.00%
Alabama,Linden City,Linden High School,,Unranked,N/A,,,2.8,77.00%,23.00%,2.6,55.00%,45.00%,17:1,321 NORTH MAIN ST,"LINDEN, AL 36748",188,96.00%,Yes,,,,
Alabama,Clay County,Lineville High School,,Unranked,N/A,,,3.2,89.00%,11.00%,2.8,72.00%,28.00%,17:1,18 WEST MAIN ST,"LINEVILLE, AL 36266",447,59.00%,No,,,,
Alabama,Lee County,Loachapoka High School,,Unranked,N/A,,,3,84.00%,16.00%,2.7,69.00%,31.00%,10:1,685 LEE RD 61,"LOACHAPOKA, AL 36865",269,83.00%,Yes,,,,
